Preditcted_Index,Preditcted_Failure,Preditcted_Affected_Component_Uid,"	Preditcted_Affected_Component","	Preditcted_Utility_Drop","	Preditcted_Rule",Preditcted_Utility_Increase,CycleID,CycleSize,Optimal_Index ,Optimal_Failure,Optimal_Affected_Component_Uid,Optimal_Affected_Component,Optimal_Utility_Drop,Optimal_Rule,Optimal_Utility_Increase,CycleID,CycleSize
4,CF2,_SE7vn-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,139.7336884,14.1,17,4,CF2,_SE7wP-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,14.1,17
5,CF1,_SE6h2-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.306221,14.1,17,5,CF1,_SE57J-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,14.1,17
6,CF1,_SE7ImecdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.306221,14.1,17,6,CF1,_SE6h2-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,14.1,17
7,CF1,_SE7wA-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1577301,14.1,17,7,CF1,_SE7ImecdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,14.1,17
8,CF1,_SE57J-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,118.7711487,14.1,17,8,CF1,_SE7wA-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,14.1,17
9,CF5,_SE7Iu-cdEeet0YmmfbMwkw,Last Second Sales Item Filter,67.17978634,AddReplica,80.80706024,14.1,17,9,CF5,_SE57SecdEeet0YmmfbMwkw,Last Second Sales Item Filter,34.65292179,AddReplica,73.6380925,14.1,17
10,CF5,_SE57SecdEeet0YmmfbMwkw,Last Second Sales Item Filter,34.65292179,AddReplica,78.50324249,14.1,17,10,CF5,_SE6h_ecdEeet0YmmfbMwkw,Last Second Sales Item Filter,54.81100548,AddReplica,73.6380925,14.1,17
11,CF5,_SE6h_ecdEeet0YmmfbMwkw,Last Second Sales Item Filter,54.81100548,AddReplica,78.50324249,14.1,17,11,CF5,_SE7Iu-cdEeet0YmmfbMwkw,Last Second Sales Item Filter,67.17978634,AddReplica,73.6380925,14.1,17
12,CF5,_SE7wJecdEeet0YmmfbMwkw,Last Second Sales Item Filter,55.97086698,AddReplica,78.50324249,14.1,17,12,CF5,_SE7wJecdEeet0YmmfbMwkw,Last Second Sales Item Filter,55.97086698,AddReplica,73.6380925,14.1,17
13,CF3,_SE7wGecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.4114075,14.1,17,13,CF3,_SE57PecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,14.1,17
14,CF3,_SE57PecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,14.1,17,14,CF3,_SE6h8ecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,14.1,17
15,CF3,_SE6h8ecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,14.1,17,15,CF3,_SE7Ir-cdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,14.1,17
16,CF3,_SE7Ir-cdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,14.1,17,16,CF3,_SE7wGecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,14.1,17
17,CF3,_SE8W5OcdEeet0YmmfbMwkw,Authentication Service,151.9422892,ReplaceComponent,157.9112091,14.1,17,17,CF3,_SE8W5OcdEeet0YmmfbMwkw,Authentication Service,151.9422892,ReplaceComponent,175.1805217,14.1,17
1,CF5,_SE8W-ecdEeet0YmmfbMwkw,Persistence Service,46.92787518,AddReplica,207.1923981,15.1,12,1,CF5,_SE8W-ecdEeet0YmmfbMwkw,Persistence Service,46.92787518,AddReplica,204.8701926,15.1,12
2,CF2,_SE89uecdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,139.7336884,15.1,12,2,CF2,_SE89uecdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,15.1,12
3,CF2,_SE8-WecdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,139.7336884,15.1,12,3,CF2,_SE8-WecdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,15.1,12
4,CF5,_SE8Xk-cdEeet0YmmfbMwkw,Reputation Service,108.7378089,AddReplica,198.7075348,15.1,12,4,CF5,_SE8Xk-cdEeet0YmmfbMwkw,Reputation Service,108.7378089,AddReplica,194.6543182,15.1,12
5,CF5,_SE8-M-cdEeet0YmmfbMwkw,Reputation Service,43.9345466,AddReplica,198.7075348,15.1,12,5,CF5,_SE8-M-cdEeet0YmmfbMwkw,Reputation Service,43.9345466,AddReplica,194.6543182,15.1,12
6,CF1,_SE8W3ecdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.4919205,15.1,12,6,CF1,_SE8W3ecdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,15.1,12
7,CF1,_SE8XfecdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.4919205,15.1,12,7,CF1,_SE8XfecdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,15.1,12
8,CF1,_SE8-HecdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,118.805603,15.1,12,8,CF1,_SE8-HecdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,15.1,12
9,CF1,_SE8XBecdEeet0YmmfbMwkw,Past Sales Item Filter,96.96008424,RestartComponent,96.71607208,15.1,12,9,CF1,_SE8XBecdEeet0YmmfbMwkw,Past Sales Item Filter,96.96008424,RestartComponent,96.96008424,15.1,12
10,CF1,_SE8-P-cdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,93.70024872,15.1,12,10,CF1,_SE8Xn-cdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,15.1,12
11,CF2,_SE8XH-cdEeet0YmmfbMwkw,Comment Item Filter,94.41692189,RestartComponent,92.80956268,15.1,12,11,CF1,_SE8-P-cdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,15.1,12
12,CF1,_SE8Xn-cdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,91.62374115,15.1,12,12,CF2,_SE8XH-cdEeet0YmmfbMwkw,Comment Item Filter,94.41692189,RestartComponent,94.41692189,15.1,12
1,CF2,_SE9k_OcdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,140.1202698,16.1,40,1,CF2,_SE9k_OcdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,16.1,40
2,CF2,_SE-MF-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,140.1202698,16.1,40,2,CF2,_SE9lnOcdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,16.1,40
3,CF2,_SFABnucdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,140.1202698,16.1,40,3,CF2,_SE-MF-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,16.1,40
4,CF2,_SFACPucdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,140.1202698,16.1,40,4,CF2,_SE-Mt-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,16.1,40
5,CF2,_SE9lnOcdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,140.0516968,16.1,40,5,CF2,_SE-zVucdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,16.1,40
6,CF2,_SE-zVucdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,139.7336884,16.1,40,6,CF2,_SE-z9ucdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,16.1,40
7,CF2,_SE_aeucdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,139.7336884,16.1,40,7,CF2,_SE_aeucdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,16.1,40
8,CF2,_SE_bGucdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,139.7336884,16.1,40,8,CF2,_SE_bGucdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,16.1,40
9,CF2,_SE-Mt-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,138.9749756,16.1,40,9,CF2,_SFABnucdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,16.1,40
10,CF2,_SE-z9ucdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,138.9749756,16.1,40,10,CF2,_SFACPucdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,16.1,40
11,CF1,_SE9lgucdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,94.08683014,16.1,40,11,CF1,_SE9k4ucdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,16.1,40
12,CF1,_SE_aYOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,94.08683014,16.1,40,12,CF1,_SE9lgucdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,16.1,40
13,CF1,_SE_bAOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,94.08683014,16.1,40,13,CF1,_SE-L_ecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,16.1,40
14,CF1,_SE-L_ecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,93.70024872,16.1,40,14,CF1,_SE-MnecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,16.1,40
15,CF1,_SE-zPOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,93.70024872,16.1,40,15,CF1,_SE-zPOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,16.1,40
16,CF1,_SE-z3OcdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,93.70024872,16.1,40,16,CF1,_SE-z3OcdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,16.1,40
17,CF1,_SFACJOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,93.70024872,16.1,40,17,CF1,_SE_aYOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,16.1,40
18,CF1,_SE9k4ucdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,93.14013672,16.1,40,18,CF1,_SE_bAOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,16.1,40
19,CF1,_SE-MnecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,92.35984802,16.1,40,19,CF1,_SFABhOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,16.1,40
20,CF1,_SFABhOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,92.35984802,16.1,40,20,CF1,_SFACJOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,16.1,40
21,CF5,_SE9kwOcdEeet0YmmfbMwkw,Item Management Service,84.06565617,AddReplica,95.69760895,16.1,40,21,CF5,_SE9kwOcdEeet0YmmfbMwkw,Item Management Service,84.06565617,AddReplica,96.46300559,16.1,40
22,CF5,_SE9lYOcdEeet0YmmfbMwkw,Item Management Service,82.69703372,AddReplica,95.69760895,16.1,40,22,CF5,_SE9lYOcdEeet0YmmfbMwkw,Item Management Service,82.69703372,AddReplica,96.46300559,16.1,40
23,CF5,_SE-L2-cdEeet0YmmfbMwkw,Item Management Service,33.92183348,AddReplica,95.69760895,16.1,40,23,CF5,_SE-L2-cdEeet0YmmfbMwkw,Item Management Service,33.92183348,AddReplica,96.46300559,16.1,40
24,CF5,_SE-Me-cdEeet0YmmfbMwkw,Item Management Service,54.63628139,AddReplica,95.69760895,16.1,40,24,CF5,_SE-Me-cdEeet0YmmfbMwkw,Item Management Service,54.63628139,AddReplica,96.46300559,16.1,40
25,CF5,_SE-zGucdEeet0YmmfbMwkw,Item Management Service,58.785783,AddReplica,95.69760895,16.1,40,25,CF5,_SE-zGucdEeet0YmmfbMwkw,Item Management Service,58.785783,AddReplica,96.46300559,16.1,40
26,CF5,_SE-zuucdEeet0YmmfbMwkw,Item Management Service,31.44039603,AddReplica,95.69760895,16.1,40,26,CF5,_SE-zuucdEeet0YmmfbMwkw,Item Management Service,31.44039603,AddReplica,96.46300559,16.1,40
27,CF5,_SE_aPucdEeet0YmmfbMwkw,Item Management Service,78.32792662,AddReplica,95.69760895,16.1,40,27,CF5,_SE_aPucdEeet0YmmfbMwkw,Item Management Service,78.32792662,AddReplica,96.46300559,16.1,40
28,CF5,_SE_a3ucdEeet0YmmfbMwkw,Item Management Service,5.363464447,AddReplica,95.69760895,16.1,40,28,CF5,_SE_a3ucdEeet0YmmfbMwkw,Item Management Service,5.363464447,AddReplica,96.46300559,16.1,40
29,CF5,_SFABYucdEeet0YmmfbMwkw,Item Management Service,38.78798643,AddReplica,95.69760895,16.1,40,29,CF5,_SFABYucdEeet0YmmfbMwkw,Item Management Service,38.78798643,AddReplica,96.46300559,16.1,40
30,CF5,_SFACAucdEeet0YmmfbMwkw,Item Management Service,52.49549592,AddReplica,95.69760895,16.1,40,30,CF5,_SFACAucdEeet0YmmfbMwkw,Item Management Service,52.49549592,AddReplica,96.46300559,16.1,40
31,CF3,_SE9k1ucdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.4114075,16.1,40,31,CF3,_SE9k1ucdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,16.1,40
32,CF3,_SE9lducdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,16.1,40,32,CF3,_SE9lducdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,16.1,40
33,CF3,_SE-L8ecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,16.1,40,33,CF3,_SE-L8ecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,16.1,40
34,CF3,_SE-MkecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,16.1,40,34,CF3,_SE-MkecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,16.1,40
35,CF3,_SE-zMOcdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,16.1,40,35,CF3,_SE-zMOcdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,16.1,40
36,CF3,_SE-z0OcdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,16.1,40,36,CF3,_SE-z0OcdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,16.1,40
37,CF3,_SE_aVOcdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,16.1,40,37,CF3,_SE_aVOcdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,16.1,40
38,CF3,_SE_a9OcdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,16.1,40,38,CF3,_SE_a9OcdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,16.1,40
39,CF3,_SFABeOcdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,16.1,40,39,CF3,_SFABeOcdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,16.1,40
40,CF3,_SFACGOcdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,16.1,40,40,CF3,_SFACGOcdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,16.1,40
1,CF2,_SE7wH-cdEeet0YmmfbMwkw,Persistence Service,309.3528779,RestartComponent,303.0455017,17.1,9,1,CF2,_SE7wH-cdEeet0YmmfbMwkw,Persistence Service,309.3528779,RestartComponent,309.3528779,17.1,9
2,CF5,_SE7Io-cdEeet0YmmfbMwkw,Bid and Buy Service,31.40229154,AddReplica,173.4966431,17.1,9,2,CF5,_SE7Io-cdEeet0YmmfbMwkw,Bid and Buy Service,31.40229154,AddReplica,171.7496872,17.1,9
3,CF1,_SE7ImecdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.306221,17.1,9,3,CF1,_SE7ImecdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,17.1,9
4,CF2,_SE7wA-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1577301,17.1,9,4,CF2,_SE7wA-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,17.1,9
5,CF5,_SE8W7-cdEeet0YmmfbMwkw,Inventory Service,114.04329,AddReplica,138.2695923,17.1,9,5,CF5,_SE8W7-cdEeet0YmmfbMwkw,Inventory Service,114.04329,AddReplica,129.5836221,17.1,9
6,CF1,_SE7vsecdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.5513916,17.1,9,6,CF1,_SE7vsecdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.68012805,17.1,9
7,CF5,_SE8XCucdEeet0YmmfbMwkw,Buy Now Item Filter,87.08628007,AddReplica,107.7168655,17.1,9,7,CF5,_SE8XCucdEeet0YmmfbMwkw,Buy Now Item Filter,87.08628007,AddReplica,111.1947309,17.1,9
8,CF2,_SE7wNecdEeet0YmmfbMwkw,Availability Item Filter,45.10303805,RestartComponent,46.24889755,17.1,9,8,CF2,_SE7wNecdEeet0YmmfbMwkw,Availability Item Filter,45.10303805,RestartComponent,45.10303805,17.1,9
9,CF5,_SE8XJecdEeet0YmmfbMwkw,Category Item Filter,41.79520421,AddReplica,48.55371094,17.1,9,9,CF5,_SE8XJecdEeet0YmmfbMwkw,Category Item Filter,41.79520421,AddReplica,46.36503532,17.1,9
1,CF2,_SFBPpucdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,141.0674133,18.1,20,1,CF2,_SFAop-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,18.1,20
2,CF2,_SFAop-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,140.1908875,18.1,20,2,CF2,_SFApR-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,18.1,20
3,CF2,_SFApR-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,140.1202698,18.1,20,3,CF2,_SFBPpucdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,18.1,20
4,CF2,_SFB2xucdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,140.1202698,18.1,20,4,CF2,_SFB2xucdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,18.1,20
5,CF2,_SFB3ZucdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,140.1202698,18.1,20,5,CF2,_SFB3ZucdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,18.1,20
6,CF5,_SFAogecdEeet0YmmfbMwkw,Reputation Service,64.86150495,AddReplica,198.7075348,18.1,20,6,CF5,_SFAogecdEeet0YmmfbMwkw,Reputation Service,64.86150495,AddReplica,194.6543182,18.1,20
7,CF5,_SFApIecdEeet0YmmfbMwkw,Reputation Service,14.81476275,AddReplica,198.7075348,18.1,20,7,CF5,_SFApIecdEeet0YmmfbMwkw,Reputation Service,14.81476275,AddReplica,194.6543182,18.1,20
8,CF5,_SFBPgOcdEeet0YmmfbMwkw,Reputation Service,119.7236935,AddReplica,198.7075348,18.1,20,8,CF5,_SFBPgOcdEeet0YmmfbMwkw,Reputation Service,119.7236935,AddReplica,194.6543182,18.1,20
9,CF5,_SFB2oOcdEeet0YmmfbMwkw,Reputation Service,139.446869,AddReplica,198.7075348,18.1,20,9,CF5,_SFB2oOcdEeet0YmmfbMwkw,Reputation Service,139.446869,AddReplica,194.6543182,18.1,20
10,CF5,_SFB3QOcdEeet0YmmfbMwkw,Reputation Service,71.59335328,AddReplica,198.7075348,18.1,20,10,CF5,_SFB3QOcdEeet0YmmfbMwkw,Reputation Service,71.59335328,AddReplica,194.6543182,18.1,20
11,CF1,_SFAoa-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.4919205,18.1,20,11,CF1,_SFAoa-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,18.1,20
12,CF1,_SFB3KucdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.4919205,18.1,20,12,CF1,_SFApC-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,18.1,20
13,CF1,_SFBPaucdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,118.9568481,18.1,20,13,CF1,_SFBPaucdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,18.1,20
14,CF1,_SFApC-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,118.7711487,18.1,20,14,CF1,_SFB2iucdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,18.1,20
15,CF1,_SFB2iucdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,118.7711487,18.1,20,15,CF1,_SFB3KucdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,18.1,20
16,CF5,_SFApLecdEeet0YmmfbMwkw,Last Second Sales Item Filter,64.40011709,AddReplica,80.07095337,18.1,20,16,CF5,_SFAojecdEeet0YmmfbMwkw,Last Second Sales Item Filter,55.97086698,AddReplica,73.6380925,18.1,20
17,CF5,_SFAojecdEeet0YmmfbMwkw,Last Second Sales Item Filter,55.97086698,AddReplica,78.50324249,18.1,20,17,CF5,_SFApLecdEeet0YmmfbMwkw,Last Second Sales Item Filter,64.40011709,AddReplica,73.6380925,18.1,20
18,CF5,_SFBPjOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,41.92549458,AddReplica,78.50324249,18.1,20,18,CF5,_SFBPjOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,41.92549458,AddReplica,73.6380925,18.1,20
19,CF5,_SFB2rOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,52.42013432,AddReplica,78.50324249,18.1,20,19,CF5,_SFB2rOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,52.42013432,AddReplica,73.6380925,18.1,20
20,CF5,_SFB3TOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,57.10698694,AddReplica,78.50324249,18.1,20,20,CF5,_SFB3TOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,57.10698694,AddReplica,73.6380925,18.1,20
1,CF2,_SFCd1OcdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,141.0674133,19.1,90,1,CF2,_SFCd1OcdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,19.1,90
2,CF2,_SFDsm-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,141.0674133,19.1,90,2,CF2,_SFDEU-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,19.1,90
3,CF2,_SFESm-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,141.0674133,19.1,90,3,CF2,_SFDE8-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,19.1,90
4,CF2,_SFDE8-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,140.5119324,19.1,90,4,CF2,_SFDFk-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,19.1,90
5,CF2,_SFDEU-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,140.1202698,19.1,90,5,CF2,_SFDr--cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,19.1,90
6,CF2,_SFDFk-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,140.1202698,19.1,90,6,CF2,_SFDsm-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,19.1,90
7,CF2,_SFDr--cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,140.1202698,19.1,90,7,CF2,_SFESm-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,19.1,90
8,CF2,_SFFhROcdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,140.1202698,19.1,90,8,CF2,_SFETO-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,19.1,90
9,CF2,_SFGwN-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,140.1202698,19.1,90,9,CF2,_SFE6DOcdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,19.1,90
10,CF2,_SFHV8ecdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,140.1202698,19.1,90,10,CF2,_SFFgpOcdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,19.1,90
11,CF2,_SFETO-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,140.0516968,19.1,90,11,CF2,_SFFhROcdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,19.1,90
12,CF2,_SFE6DOcdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,139.7336884,19.1,90,12,CF2,_SFFh5OcdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,19.1,90
13,CF2,_SFGILucdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,139.7336884,19.1,90,13,CF2,_SFGILucdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,19.1,90
