,Optimal_Affected_Component,Optimal_Affected_Component_Uid,Optimal_Failure,raw,cube,sqt,log10,ln,log2
690,Item Management Service,_SFJK--cdEeet0YmmfbMwkw,CF1,119.1233,10.9144,10.9144,2.076,4.7802,6.8963
691,Item Management Service,_SFLoe-cdEeet0YmmfbMwkw,CF2,119.1233,10.9144,10.9144,2.076,4.7802,6.8963
692,Region Item Filter,_SFGwMucdEeet0YmmfbMwkw,CF1,103.0166,10.1497,10.1497,2.0129,4.6349,6.6867
693,Region Item Filter,_SFLoEucdEeet0YmmfbMwkw,CF2,103.0166,10.1497,10.1497,2.0129,4.6349,6.6867
694,Past Sales Item Filter,_SFGIuucdEeet0YmmfbMwkw,CF1,96.9601,9.8468,9.8468,1.9866,4.5743,6.5993
695,Past Sales Item Filter,_SFLBL-cdEeet0YmmfbMwkw,CF2,96.9601,9.8468,9.8468,1.9866,4.5743,6.5993
696,Last Second Sales Item Filter,_SFGIFOcdEeet0YmmfbMwkw,CF1,96.6743,9.8323,9.8323,1.9853,4.5713,6.5951
697,Last Second Sales Item Filter,_SFLAiecdEeet0YmmfbMwkw,CF2,96.6743,9.8323,9.8323,1.9853,4.5713,6.5951
698,Authentication Service,_SFOrcOcdEeet0YmmfbMwkw,CF5,134.5215,11.5983,11.5983,2.1288,4.9017,7.0717
699,Inventory Service,_SFSU_ecdEeet0YmmfbMwkw,CF5,132.0293,11.4904,11.4904,2.1207,4.883,7.0447
700,Buy Now Item Filter,_SFS9y-cdEeet0YmmfbMwkw,CF5,113.2375,10.6413,10.6413,2.054,4.7295,6.8232
701,Persistence Service,_SFMQK-cdEeet0YmmfbMwkw,CF3,360.9117,18.9977,18.9977,2.5574,5.8886,8.4955
702,Item Management Service,_SFOqyecdEeet0YmmfbMwkw,CF5,98.2445,9.9118,9.9118,1.9923,4.5875,6.6183
703,Item Management Service,_SEu7g-cdEeet0YmmfbMwkw,CF5,96.463,9.8216,9.8216,1.9844,4.5692,6.5919
704,Past Sales Item Filter,_SFS9JucdEeet0YmmfbMwkw,CF5,88.1654,9.3896,9.3896,1.9453,4.4792,6.4621
705,Region Item Filter,_SEtGMucdEeet0YmmfbMwkw,CF5,83.4187,9.1334,9.1334,1.9213,4.4239,6.3823
706,Last Second Sales Item Filter,_SFS8gOcdEeet0YmmfbMwkw,CF5,75.0489,8.6631,8.6631,1.8753,4.3181,6.2298
707,User Management Service,_SFOFKucdEeet0YmmfbMwkw,CF3,239.9818,15.4913,15.4913,2.3802,5.4806,7.9068
708,Inventory Service,_SFMO4ecdEeet0YmmfbMwkw,CF3,235.3389,15.3408,15.3408,2.3717,5.461,7.8786
709,Reputation Service,_SFMPhecdEeet0YmmfbMwkw,CF3,224.4357,14.9812,14.9812,2.3511,5.4136,7.8102
710,Availability Item Filter,_SFGvjecdEeet0YmmfbMwkw,CF1,45.103,6.7159,6.7159,1.6542,3.8089,5.4952
711,Availability Item Filter,_SFLnbecdEeet0YmmfbMwkw,CF2,45.103,6.7159,6.7159,1.6542,3.8089,5.4952
712,Seller Reputation Item Filter,_SFOEMOcdEeet0YmmfbMwkw,CF3,213.5564,14.6136,14.6136,2.3295,5.3639,7.7385
713,Seller Reputation Item Filter,_SFOE0OcdEeet0YmmfbMwkw,CF3,213.5564,14.6136,14.6136,2.3295,5.3639,7.7385
714,Buy Now Item Filter,_SFNdE-cdEeet0YmmfbMwkw,CF3,194.6297,13.951,13.951,2.2892,5.2711,7.6046
715,Region Item Filter,_SFODi-cdEeet0YmmfbMwkw,CF3,154.5249,12.4308,12.4308,2.189,5.0404,7.2717
716,Past Sales Item Filter,_SFNcbucdEeet0YmmfbMwkw,CF3,145.4401,12.0599,12.0599,2.1627,4.9798,7.1843
717,Last Second Sales Item Filter,_SFM2Z-cdEeet0YmmfbMwkw,CF3,145.0114,12.0421,12.0421,2.1614,4.9768,7.18
718,Availability Item Filter,_SFTjEecdEeet0YmmfbMwkw,CF5,37.5863,6.1308,6.1308,1.575,3.6266,5.2321
719,Availability Item Filter,_SFNduOcdEeet0YmmfbMwkw,CF3,67.6546,8.2252,8.2252,1.8303,4.2144,6.0801
720,Seller Reputation Item Filter,_SEymQOcdEeet0YmmfbMwkw,CF2,213.5564,14.6136,14.6136,2.3295,5.3639,7.7385
721,Region Item Filter,_SEx_TucdEeet0YmmfbMwkw,CF1,154.5249,12.4308,12.4308,2.189,5.0404,7.2717
722,Authentication Service,_SE0bNecdEeet0YmmfbMwkw,CF5,132.1381,11.4951,11.4951,2.121,4.8838,7.0459
723,Item Management Service,_SEz0QOcdEeet0YmmfbMwkw,CF5,97.3702,9.8676,9.8676,1.9884,4.5785,6.6054
724,User Management Service,_SEzM7ecdEeet0YmmfbMwkw,CF3,239.9818,15.4913,15.4913,2.3802,5.4806,7.9068
725,Query Service,_SE9k3ucdEeet0YmmfbMwkw,CF1,638.4603,25.2678,25.2678,2.8051,6.4591,9.3185
726,Persistence Service,_SFACHucdEeet0YmmfbMwkw,CF2,412.4705,20.3094,20.3094,2.6154,6.0222,8.6881
727,User Management Service,_SE_aNOcdEeet0YmmfbMwkw,CF2,282.1874,16.7984,16.7984,2.4505,5.6426,8.1405
728,Persistence Service,_SE8-OecdEeet0YmmfbMwkw,CF1,257.7941,16.056,16.056,2.4113,5.5522,8.0101
729,Inventory Service,_SFABdOcdEeet0YmmfbMwkw,CF2,235.3389,15.3408,15.3408,2.3717,5.461,7.8786
730,Reputation Service,_SE8Xk-cdEeet0YmmfbMwkw,CF1,224.4357,14.9812,14.9812,2.3511,5.4136,7.8102
731,Bid and Buy Service,_SE_a6OcdEeet0YmmfbMwkw,CF2,192.0054,13.8566,13.8566,2.2833,5.2575,7.585
732,User Management Service,_SFDrtecdEeet0YmmfbMwkw,CF5,244.1451,15.6251,15.6251,2.3876,5.4978,7.9316
733,Query Service,_SFAoiecdEeet0YmmfbMwkw,CF3,812.5858,28.5059,28.5059,2.9099,6.7002,9.6664
734,Buy Now Item Filter,_SE-MqOcdEeet0YmmfbMwkw,CF1,129.7531,11.3909,11.3909,2.1131,4.8656,7.0196
735,Bid and Buy Service,_SFDtCecdEeet0YmmfbMwkw,CF5,173.2757,13.1634,13.1634,2.2387,5.1549,7.4369
736,Bid and Buy Service,_SFETCecdEeet0YmmfbMwkw,CF5,171.7497,13.1053,13.1053,2.2349,5.146,7.4242
737,Region Item Filter,_SE-z8ecdEeet0YmmfbMwkw,CF2,103.0166,10.1497,10.1497,2.0129,4.6349,6.6867
738,Past Sales Item Filter,_SE-MA-cdEeet0YmmfbMwkw,CF1,96.9601,9.8468,9.8468,1.9866,4.5743,6.5993
739,Last Second Sales Item Filter,_SE9lgucdEeet0YmmfbMwkw,CF1,96.6743,9.8323,9.8323,1.9853,4.5713,6.5951
740,Buy Now Item Filter,_SFCeZecdEeet0YmmfbMwkw,CF5,114.1785,10.6854,10.6854,2.0576,4.7378,6.8351
741,Item Management Service,_SFDsX-cdEeet0YmmfbMwkw,CF5,98.2445,9.9118,9.9118,1.9923,4.5875,6.6183
742,Region Item Filter,_SFDFjucdEeet0YmmfbMwkw,CF5,84.1331,9.1724,9.1724,1.925,4.4324,6.3946
743,Availability Item Filter,_SE-zTOcdEeet0YmmfbMwkw,CF2,45.103,6.7159,6.7159,1.6542,3.8089,5.4952
744,Past Sales Item Filter,_SFBPkucdEeet0YmmfbMwkw,CF3,145.4401,12.0599,12.0599,2.1627,4.9798,7.1843
745,Past Sales Item Filter,_SFB2sucdEeet0YmmfbMwkw,CF3,145.4401,12.0599,12.0599,2.1627,4.9798,7.1843
746,Past Sales Item Filter,_SFB3UucdEeet0YmmfbMwkw,CF3,145.4401,12.0599,12.0599,2.1627,4.9798,7.1843
747,Last Second Sales Item Filter,_SFApLecdEeet0YmmfbMwkw,CF3,145.0114,12.0421,12.0421,2.1614,4.9768,7.18
748,Availability Item Filter,_SFDE6ecdEeet0YmmfbMwkw,CF5,37.904,6.1566,6.1566,1.5787,3.6351,5.2443
749,Past Sales Item Filter,_SFCdwOcdEeet0YmmfbMwkw,CF3,88.1654,9.3896,9.3896,1.9453,4.4792,6.4621
750,Query Service,_SFFhxucdEeet0YmmfbMwkw,CF1,638.4603,25.2678,25.2678,2.8051,6.4591,9.3185
751,Query Service,_SFKaeecdEeet0YmmfbMwkw,CF2,638.4603,25.2678,25.2678,2.8051,6.4591,9.3185
752,Query Service,_SFSW6ecdEeet0YmmfbMwkw,CF5,511.8888,22.625,22.625,2.7092,6.2381,8.9997
753,User Management Service,_SFGwkecdEeet0YmmfbMwkw,CF1,282.1874,16.7984,16.7984,2.4505,5.6426,8.1405
754,Persistence Service,_SFFhJOcdEeet0YmmfbMwkw,CF1,257.7941,16.056,16.056,2.4113,5.5522,8.0101
755,Persistence Service,_SFKZ1-cdEeet0YmmfbMwkw,CF2,257.7941,16.056,16.056,2.4113,5.5522,8.0101
756,Reputation Service,_SFE6hucdEeet0YmmfbMwkw,CF1,224.4357,14.9812,14.9812,2.3511,5.4136,7.8102
757,Reputation Service,_SFKZMecdEeet0YmmfbMwkw,CF2,224.4357,14.9812,14.9812,2.3511,5.4136,7.8102
758,Reputation Service,_SFMO5ecdEeet0YmmfbMwkw,CF2,224.4357,14.9812,14.9812,2.3511,5.4136,7.8102
759,Bid and Buy Service,_SFJyFecdEeet0YmmfbMwkw,CF1,192.0054,13.8566,13.8566,2.2833,5.2575,7.585
760,Bid and Buy Service,_SFJytecdEeet0YmmfbMwkw,CF1,192.0054,13.8566,13.8566,2.2833,5.2575,7.585
761,Bid and Buy Service,_SFLpJecdEeet0YmmfbMwkw,CF2,192.0054,13.8566,13.8566,2.2833,5.2575,7.585
762,Inventory Service,_SFJzXecdEeet0YmmfbMwkw,CF2,176.5041,13.2855,13.2855,2.2468,5.1733,7.4636
763,User Management Service,_SEuUMecdEeet0YmmfbMwkw,CF5,242.1133,15.56,15.56,2.384,5.4894,7.9195
764,Persistence Service,_SFSWR-cdEeet0YmmfbMwkw,CF5,210.4209,14.5059,14.5059,2.3231,5.3491,7.7171
765,Query Service,_SFMQLecdEeet0YmmfbMwkw,CF3,812.5858,28.5059,28.5059,2.9099,6.7002,9.6664
766,Reputation Service,_SFSVoecdEeet0YmmfbMwkw,CF5,199.7166,14.1321,14.1321,2.3004,5.2969,7.6418
767,Buy Now Item Filter,_SFGu6OcdEeet0YmmfbMwkw,CF1,129.7531,11.3909,11.3909,2.1131,4.8656,7.0196
768,Buy Now Item Filter,_SFLB1OcdEeet0YmmfbMwkw,CF2,129.7531,11.3909,11.3909,2.1131,4.8656,7.0196
769,Bid and Buy Service,_SFOsE-cdEeet0YmmfbMwkw,CF5,176.0064,13.2667,13.2667,2.2455,5.1705,7.4595
770,Item Management Service,_SFJK--cdEeet0YmmfbMwkw,CF1,119.1233,10.9144,10.9144,2.076,4.7802,6.8963
771,Item Management Service,_SFLoe-cdEeet0YmmfbMwkw,CF2,119.1233,10.9144,10.9144,2.076,4.7802,6.8963
772,Region Item Filter,_SFGwMucdEeet0YmmfbMwkw,CF1,103.0166,10.1497,10.1497,2.0129,4.6349,6.6867
773,Region Item Filter,_SFLoEucdEeet0YmmfbMwkw,CF2,103.0166,10.1497,10.1497,2.0129,4.6349,6.6867
774,Past Sales Item Filter,_SFGIuucdEeet0YmmfbMwkw,CF1,96.9601,9.8468,9.8468,1.9866,4.5743,6.5993
775,Past Sales Item Filter,_SFLBL-cdEeet0YmmfbMwkw,CF2,96.9601,9.8468,9.8468,1.9866,4.5743,6.5993
776,Last Second Sales Item Filter,_SFGIFOcdEeet0YmmfbMwkw,CF1,96.6743,9.8323,9.8323,1.9853,4.5713,6.5951
777,Last Second Sales Item Filter,_SFLAiecdEeet0YmmfbMwkw,CF2,96.6743,9.8323,9.8323,1.9853,4.5713,6.5951
778,Authentication Service,_SFOrcOcdEeet0YmmfbMwkw,CF5,135.6096,11.6452,11.6452,2.1323,4.9098,7.0833
779,Inventory Service,_SFSU_ecdEeet0YmmfbMwkw,CF5,133.2107,11.5417,11.5417,2.1245,4.8919,7.0576
780,Authentication Service,_SEvio-cdEeet0YmmfbMwkw,CF5,132.1381,11.4951,11.4951,2.121,4.8838,7.0459
781,Buy Now Item Filter,_SFS9y-cdEeet0YmmfbMwkw,CF5,114.1785,10.6854,10.6854,2.0576,4.7378,6.8351
782,Persistence Service,_SFMPi-cdEeet0YmmfbMwkw,CF3,412.4705,20.3094,20.3094,2.6154,6.0222,8.6881
783,Item Management Service,_SEu7g-cdEeet0YmmfbMwkw,CF5,97.3702,9.8676,9.8676,1.9884,4.5785,6.6054
784,Past Sales Item Filter,_SFS9JucdEeet0YmmfbMwkw,CF5,88.8314,9.425,9.425,1.9486,4.4867,6.473
785,Region Item Filter,_SEtGMucdEeet0YmmfbMwkw,CF5,84.1331,9.1724,9.1724,1.925,4.4324,6.3946
786,Last Second Sales Item Filter,_SFS8gOcdEeet0YmmfbMwkw,CF5,75.7256,8.702,8.702,1.8792,4.3271,6.2427
787,Availability Item Filter,_SFGvjecdEeet0YmmfbMwkw,CF1,45.103,6.7159,6.7159,1.6542,3.8089,5.4952
788,Availability Item Filter,_SFLnbecdEeet0YmmfbMwkw,CF2,45.103,6.7159,6.7159,1.6542,3.8089,5.4952
789,Seller Reputation Item Filter,_SFODkOcdEeet0YmmfbMwkw,CF3,213.5564,14.6136,14.6136,2.3295,5.3639,7.7385
790,Buy Now Item Filter,_SFNcc-cdEeet0YmmfbMwkw,CF3,194.6297,13.951,13.951,2.2892,5.2711,7.6046
791,Region Item Filter,_SFNdvecdEeet0YmmfbMwkw,CF3,154.5249,12.4308,12.4308,2.189,5.0404,7.2717
792,Past Sales Item Filter,_SFM2becdEeet0YmmfbMwkw,CF3,145.4401,12.0599,12.0599,2.1627,4.9798,7.1843
793,Last Second Sales Item Filter,_SFM1x-cdEeet0YmmfbMwkw,CF3,145.0114,12.0421,12.0421,2.1614,4.9768,7.18
794,Comment Item Filter,_SFOENucdEeet0YmmfbMwkw,CF3,141.6254,11.9006,11.9006,2.1511,4.9532,7.1459
795,Comment Item Filter,_SFOE1ucdEeet0YmmfbMwkw,CF3,141.6254,11.9006,11.9006,2.1511,4.9532,7.1459
796,Availability Item Filter,_SFTjEecdEeet0YmmfbMwkw,CF5,37.904,6.1566,6.1566,1.5787,3.6351,5.2443
797,Item Management Service,_SFOFNOcdEeet0YmmfbMwkw,CF3,119.1233,10.9144,10.9144,2.076,4.7802,6.8963
798,Item Management Service,_SFOqyecdEeet0YmmfbMwkw,CF3,98.2445,9.9118,9.9118,1.9923,4.5875,6.6183
799,Availability Item Filter,_SFNdGOcdEeet0YmmfbMwkw,CF3,67.6546,8.2252,8.2252,1.8303,4.2144,6.0801
800,Bid and Buy Service,_SEu7jecdEeet0YmmfbMwkw,CF5,171.7497,13.1053,13.1053,2.2349,5.146,7.4242
801,Item Management Service,_SEuUO-cdEeet0YmmfbMwkw,CF1,119.1233,10.9144,10.9144,2.076,4.7802,6.8963
802,Item Management Service,_SEu7g-cdEeet0YmmfbMwkw,CF1,119.1233,10.9144,10.9144,2.076,4.7802,6.8963
803,Past Sales Item Filter,_SEuUY-cdEeet0YmmfbMwkw,CF1,96.9601,9.8468,9.8468,1.9866,4.5743,6.5993
804,Availability Item Filter,_SEuUbecdEeet0YmmfbMwkw,CF2,45.103,6.7159,6.7159,1.6542,3.8089,5.4952
805,Availability Item Filter,_SEu7tecdEeet0YmmfbMwkw,CF2,45.103,6.7159,6.7159,1.6542,3.8089,5.4952
806,Bid and Buy Service,_SEvipucdEeet0YmmfbMwkw,CF3,192.0054,13.8566,13.8566,2.2833,5.2575,7.585
807,Authentication Service,_SEvio-cdEeet0YmmfbMwkw,CF5,158.5657,12.5923,12.5923,2.2002,5.0662,7.3089
808,Authentication Service,_SEuUQucdEeet0YmmfbMwkw,CF5,132.1381,11.4951,11.4951,2.121,4.8838,7.0459
809,Authentication Service,_SEwwpOcdEeet0YmmfbMwkw,CF5,132.1381,11.4951,11.4951,2.121,4.8838,7.0459
810,Authentication Service,_SExYMecdEeet0YmmfbMwkw,CF5,132.1381,11.4951,11.4951,2.121,4.8838,7.0459
811,Authentication Service,_SEymC-cdEeet0YmmfbMwkw,CF5,132.1381,11.4951,11.4951,2.121,4.8838,7.0459
812,Authentication Service,_SEu7iucdEeet0YmmfbMwkw,CF3,175.1805,13.2356,13.2356,2.2435,5.1658,7.4527
813,Authentication Service,_SEwJrOcdEeet0YmmfbMwkw,CF3,175.1805,13.2356,13.2356,2.2435,5.1658,7.4527
814,Authentication Service,_SExXkecdEeet0YmmfbMwkw,CF3,175.1805,13.2356,13.2356,2.2435,5.1658,7.4527
815,Authentication Service,_SEx_HucdEeet0YmmfbMwkw,CF3,175.1805,13.2356,13.2356,2.2435,5.1658,7.4527
816,Persistence Service,_SEviuOcdEeet0YmmfbMwkw,CF2,309.3529,17.5884,17.5884,2.4905,5.7345,8.2731
817,Persistence Service,_SEu7n-cdEeet0YmmfbMwkw,CF5,204.8702,14.3133,14.3133,2.3115,5.3224,7.6786
818,Buy Now Item Filter,_SEviyecdEeet0YmmfbMwkw,CF2,129.7531,11.3909,11.3909,2.1131,4.8656,7.0196
819,Region Item Filter,_SEvi0-cdEeet0YmmfbMwkw,CF2,103.0166,10.1497,10.1497,2.0129,4.6349,6.6867
820,Last Second Sales Item Filter,_SEvivucdEeet0YmmfbMwkw,CF2,96.6743,9.8323,9.8323,1.9853,4.5713,6.5951
821,Comment Item Filter,_SEvi3ucdEeet0YmmfbMwkw,CF2,94.4169,9.7168,9.7168,1.975,4.5477,6.561
822,Buy Now Item Filter,_SEu7sOcdEeet0YmmfbMwkw,CF5,111.1947,10.5449,10.5449,2.0461,4.7113,6.7969
823,Comment Item Filter,_SEu7xecdEeet0YmmfbMwkw,CF5,82.4384,9.0796,9.0796,1.9161,4.4121,6.3652
824,Region Item Filter,_SEu7uucdEeet0YmmfbMwkw,CF5,81.9171,9.0508,9.0508,1.9134,4.4057,6.3561
825,Last Second Sales Item Filter,_SEu7pecdEeet0YmmfbMwkw,CF5,73.6381,8.5813,8.5813,1.8671,4.2992,6.2024
826,Authentication Service,_SE4FQucdEeet0YmmfbMwkw,CF3,175.1805,13.2356,13.2356,2.2435,5.1658,7.4527
827,Authentication Service,_SE4F4ucdEeet0YmmfbMwkw,CF3,175.1805,13.2356,13.2356,2.2435,5.1658,7.4527
828,Persistence Service,_SEwJwecdEeet0YmmfbMwkw,CF2,257.7941,16.056,16.056,2.4113,5.5522,8.0101
829,Reputation Service,_SEwws-cdEeet0YmmfbMwkw,CF2,224.4357,14.9812,14.9812,2.3511,5.4136,7.8102
830,Bid and Buy Service,_SEwJr-cdEeet0YmmfbMwkw,CF2,192.0054,13.8566,13.8566,2.2833,5.2575,7.585
831,Buy Now Item Filter,_SEwwyucdEeet0YmmfbMwkw,CF2,129.7531,11.3909,11.3909,2.1131,4.8656,7.0196
832,Item Management Service,_SEwJpecdEeet0YmmfbMwkw,CF2,119.1233,10.9144,10.9144,2.076,4.7802,6.8963
833,Item Management Service,_SEwwnecdEeet0YmmfbMwkw,CF2,119.1233,10.9144,10.9144,2.076,4.7802,6.8963
834,Availability Item Filter,_SEu7tecdEeet0YmmfbMwkw,CF2,45.103,6.7159,6.7159,1.6542,3.8089,5.4952
835,Authentication Service,_SEwwpOcdEeet0YmmfbMwkw,CF2,152.3474,12.3429,12.3429,2.1828,5.0262,7.2512
836,Item Management Service,_SEz0QOcdEeet0YmmfbMwkw,CF5,96.463,9.8216,9.8216,1.9844,4.5692,6.5919
837,Authentication Service,_SEzM_ucdEeet0YmmfbMwkw,CF3,175.1805,13.2356,13.2356,2.2435,5.1658,7.4527
838,Last Second Sales Item Filter,_SEz0YucdEeet0YmmfbMwkw,CF3,96.6743,9.8323,9.8323,1.9853,4.5713,6.5951
839,Persistence Service,_SExXpucdEeet0YmmfbMwkw,CF5,204.8702,14.3133,14.3133,2.3115,5.3224,7.6786
840,Seller Reputation Item Filter,_SE23vucdEeet0YmmfbMwkw,CF1,142.3709,11.9319,11.9319,2.1534,4.9584,7.1535
841,Reputation Service,_SE23mOcdEeet0YmmfbMwkw,CF5,194.6543,13.9519,13.9519,2.2893,5.2712,7.6048
842,Item Management Service,_SExXiucdEeet0YmmfbMwkw,CF1,119.1233,10.9144,10.9144,2.076,4.7802,6.8963
843,Item Management Service,_SE23gucdEeet0YmmfbMwkw,CF1,119.1233,10.9144,10.9144,2.076,4.7802,6.8963
844,Item Management Service,_SExYKucdEeet0YmmfbMwkw,CF5,96.463,9.8216,9.8216,1.9844,4.5692,6.5919
845,Comment Item Filter,_SExXzOcdEeet0YmmfbMwkw,CF5,82.4384,9.0796,9.0796,1.9161,4.4121,6.3652
846,Query Service,_SEx-lecdEeet0YmmfbMwkw,CF2,638.4603,25.2678,25.2678,2.8051,6.4591,9.3185
847,Query Service,_SEymIucdEeet0YmmfbMwkw,CF2,638.4603,25.2678,25.2678,2.8051,6.4591,9.3185
848,Bid and Buy Service,_SExYNOcdEeet0YmmfbMwkw,CF1,192.0054,13.8566,13.8566,2.2833,5.2575,7.585
849,Bid and Buy Service,_SEymDucdEeet0YmmfbMwkw,CF1,192.0054,13.8566,13.8566,2.2833,5.2575,7.585
850,Inventory Service,_SEx_KecdEeet0YmmfbMwkw,CF1,176.5041,13.2855,13.2855,2.2468,5.1733,7.4636
851,Inventory Service,_SEzNCecdEeet0YmmfbMwkw,CF1,176.5041,13.2855,13.2855,2.2468,5.1733,7.4636
852,Item Management Service,_SEx_F-cdEeet0YmmfbMwkw,CF2,119.1233,10.9144,10.9144,2.076,4.7802,6.8963
853,Item Management Service,_SEymBOcdEeet0YmmfbMwkw,CF2,119.1233,10.9144,10.9144,2.076,4.7802,6.8963
854,Item Management Service,_SEzM9-cdEeet0YmmfbMwkw,CF2,119.1233,10.9144,10.9144,2.076,4.7802,6.8963
855,Last Second Sales Item Filter,_SEx_OecdEeet0YmmfbMwkw,CF2,96.6743,9.8323,9.8323,1.9853,4.5713,6.5951
856,Last Second Sales Item Filter,_SEzzwucdEeet0YmmfbMwkw,CF2,96.6743,9.8323,9.8323,1.9853,4.5713,6.5951
857,Item Management Service,_SExYKucdEeet0YmmfbMwkw,CF2,96.463,9.8216,9.8216,1.9844,4.5692,6.5919
858,Comment Item Filter,_SEx-uecdEeet0YmmfbMwkw,CF2,94.4169,9.7168,9.7168,1.975,4.5477,6.561
859,Comment Item Filter,_SEymRucdEeet0YmmfbMwkw,CF2,94.4169,9.7168,9.7168,1.975,4.5477,6.561
860,Category Item Filter,_SEylrOcdEeet0YmmfbMwkw,CF2,60.3391,7.7678,7.7678,1.7806,4.1,5.915
861,Category Item Filter,_SEzz6OcdEeet0YmmfbMwkw,CF2,60.3391,7.7678,7.7678,1.7806,4.1,5.915
862,Persistence Service,_SEu7n-cdEeet0YmmfbMwkw,CF5,206.7817,14.3799,14.3799,2.3155,5.3317,7.692
863,Seller Reputation Item Filter,_SEuUd-cdEeet0YmmfbMwkw,CF1,142.3709,11.9319,11.9319,2.1534,4.9584,7.1535
864,Reputation Service,_SE23mOcdEeet0YmmfbMwkw,CF5,196.4405,14.0157,14.0157,2.2932,5.2804,7.6179
865,Item Management Service,_SE23gucdEeet0YmmfbMwkw,CF1,119.1233,10.9144,10.9144,2.076,4.7802,6.8963
866,Item Management Service,_SEz0QOcdEeet0YmmfbMwkw,CF1,96.463,9.8216,9.8216,1.9844,4.5692,6.5919
867,Seller Reputation Item Filter,_SE23vucdEeet0YmmfbMwkw,CF5,107.0604,10.347,10.347,2.0296,4.6734,6.7423
868,Item Management Service,_SEvinOcdEeet0YmmfbMwkw,CF5,96.463,9.8216,9.8216,1.9844,4.5692,6.5919
869,Query Service,_SEzNFecdEeet0YmmfbMwkw,CF1,696.5021,26.3913,26.3913,2.8429,6.5461,9.444
870,Seller Reputation Item Filter,_SEzz3OcdEeet0YmmfbMwkw,CF1,142.3709,11.9319,11.9319,2.1534,4.9584,7.1535
871,Buy Now Item Filter,_SEuUaOcdEeet0YmmfbMwkw,CF2,129.7531,11.3909,11.3909,2.1131,4.8656,7.0196
872,Item Management Service,_SEz0QOcdEeet0YmmfbMwkw,CF2,96.463,9.8216,9.8216,1.9844,4.5692,6.5919
873,Region Item Filter,_SEuUcucdEeet0YmmfbMwkw,CF5,81.9171,9.0508,9.0508,1.9134,4.4057,6.3561
874,Availability Item Filter,_SEz0cucdEeet0YmmfbMwkw,CF2,45.103,6.7159,6.7159,1.6542,3.8089,5.4952
875,Authentication Service,_SE0bNecdEeet0YmmfbMwkw,CF5,132.1381,11.4951,11.4951,2.121,4.8838,7.0459
876,Authentication Service,_SE1CkucdEeet0YmmfbMwkw,CF5,132.1381,11.4951,11.4951,2.121,4.8838,7.0459
877,Authentication Service,_SE1B8ucdEeet0YmmfbMwkw,CF3,175.1805,13.2356,13.2356,2.2435,5.1658,7.4527
878,Query Service,_SE2Qd-cdEeet0YmmfbMwkw,CF5,498.2634,22.3218,22.3218,2.6975,6.2111,8.9608
879,Query Service,_SE23oOcdEeet0YmmfbMwkw,CF5,498.2634,22.3218,22.3218,2.6975,6.2111,8.9608
880,Query Service,_SE3ehucdEeet0YmmfbMwkw,CF5,498.2634,22.3218,22.3218,2.6975,6.2111,8.9608
881,Seller Reputation Item Filter,_SE23HucdEeet0YmmfbMwkw,CF3,142.3709,11.9319,11.9319,2.1534,4.9584,7.1535
882,Seller Reputation Item Filter,_SE3epOcdEeet0YmmfbMwkw,CF3,142.3709,11.9319,11.9319,2.1534,4.9584,7.1535
883,Item Management Service,_SE2QWecdEeet0YmmfbMwkw,CF3,119.1233,10.9144,10.9144,2.076,4.7802,6.8963
884,Item Management Service,_SE23gucdEeet0YmmfbMwkw,CF3,119.1233,10.9144,10.9144,2.076,4.7802,6.8963
885,Item Management Service,_SE3eaOcdEeet0YmmfbMwkw,CF3,119.1233,10.9144,10.9144,2.076,4.7802,6.8963
886,Seller Reputation Item Filter,_SE23vucdEeet0YmmfbMwkw,CF3,107.0604,10.347,10.347,2.0296,4.6734,6.7423
887,Query Service,_SE4FWecdEeet0YmmfbMwkw,CF2,696.5021,26.3913,26.3913,2.8429,6.5461,9.444
888,Persistence Service,_SE3ehOcdEeet0YmmfbMwkw,CF1,309.3529,17.5884,17.5884,2.4905,5.7345,8.2731
889,Reputation Service,_SE4FUecdEeet0YmmfbMwkw,CF2,224.4357,14.9812,14.9812,2.3511,5.4136,7.8102
890,Bid and Buy Service,_SE4F5ecdEeet0YmmfbMwkw,CF2,192.0054,13.8566,13.8566,2.2833,5.2575,7.585
891,Bid and Buy Service,_SE1B9ecdEeet0YmmfbMwkw,CF2,192.0054,13.8566,13.8566,2.2833,5.2575,7.585
892,Inventory Service,_SE23lOcdEeet0YmmfbMwkw,CF1,176.5041,13.2855,13.2855,2.2468,5.1733,7.4636
893,Seller Reputation Item Filter,_SEyloOcdEeet0YmmfbMwkw,CF2,142.3709,11.9319,11.9319,2.1534,4.9584,7.1535
894,Comment Item Filter,_SE3equcdEeet0YmmfbMwkw,CF2,141.6254,11.9006,11.9006,2.1511,4.9532,7.1459
895,Buy Now Item Filter,_SEx-pOcdEeet0YmmfbMwkw,CF2,129.7531,11.3909,11.3909,2.1131,4.8656,7.0196
896,Authentication Service,_SE23iecdEeet0YmmfbMwkw,CF5,158.5657,12.5923,12.5923,2.2002,5.0662,7.3089
897,Last Second Sales Item Filter,_SE3eiucdEeet0YmmfbMwkw,CF1,96.6743,9.8323,9.8323,1.9853,4.5713,6.5951
898,Item Management Service,_SExYKucdEeet0YmmfbMwkw,CF2,96.463,9.8216,9.8216,1.9844,4.5692,6.5919
899,Persistence Service,_SE4sz-cdEeet0YmmfbMwkw,CF5,204.8702,14.3133,14.3133,2.3115,5.3224,7.6786
