,Optimal_Affected_Component,Optimal_Affected_Component_Uid,Optimal_Failure,raw,cube,sqt,log10,ln,log2
665,Past Sales Item Filter,_SFCdwOcdEeet0YmmfbMwkw,CF5,516.9537,22.7366,22.7366,2.7135,6.248,9.0139
666,Persistence Service,_SFAoh-cdEeet0YmmfbMwkw,CF3,1791.6678,42.3281,42.3281,3.2533,7.4909,10.8071
667,Availability Item Filter,_SFDE6ecdEeet0YmmfbMwkw,CF5,364.8847,19.102,19.102,2.5622,5.8996,8.5113
668,Last Second Sales Item Filter,_SFB3TOcdEeet0YmmfbMwkw,CF3,432.2119,20.7897,20.7897,2.6357,6.0689,8.7556
669,Last Second Sales Item Filter,_SFBPjOcdEeet0YmmfbMwkw,CF3,373.7201,19.3318,19.3318,2.5725,5.9235,8.5458
670,Query Service,_SFKaeecdEeet0YmmfbMwkw,CF2,15076.8318,122.7878,122.7878,4.1783,9.6209,13.88
671,Query Service,_SFFhxucdEeet0YmmfbMwkw,CF1,11594.4494,107.6775,107.6775,4.0643,9.3583,13.5011
672,Inventory Service,_SFE54ucdEeet0YmmfbMwkw,CF1,4576.1924,67.6476,67.6476,3.6605,8.4286,12.1599
673,Reputation Service,_SFKZMecdEeet0YmmfbMwkw,CF2,3914.5119,62.5661,62.5661,3.5927,8.2724,11.9346
674,Bid and Buy Service,_SFJytecdEeet0YmmfbMwkw,CF2,3213.5781,56.6884,56.6884,3.507,8.0751,11.65
675,Past Sales Item Filter,_SFLBL-cdEeet0YmmfbMwkw,CF2,2704.6688,52.0064,52.0064,3.4321,7.9027,11.4012
676,Past Sales Item Filter,_SFGIuucdEeet0YmmfbMwkw,CF1,2704.3704,52.0036,52.0036,3.4321,7.9026,11.4011
677,Persistence Service,_SFKZ1-cdEeet0YmmfbMwkw,CF2,2567.063,50.6662,50.6662,3.4094,7.8505,11.3259
678,Buy Now Item Filter,_SFGu6OcdEeet0YmmfbMwkw,CF1,2322.3408,48.1907,48.1907,3.3659,7.7503,11.1814
679,Reputation Service,_SFE6hucdEeet0YmmfbMwkw,CF1,2233.2659,47.2574,47.2574,3.3489,7.7112,11.1249
680,Inventory Service,_SFJzXecdEeet0YmmfbMwkw,CF2,2105.4044,45.8847,45.8847,3.3233,7.6523,11.0399
681,Buy Now Item Filter,_SFLB1OcdEeet0YmmfbMwkw,CF2,2061.3945,45.4026,45.4026,3.3142,7.6311,11.0094
682,Persistence Service,_SFFhJOcdEeet0YmmfbMwkw,CF1,2047.8686,45.2534,45.2534,3.3113,7.6246,10.9999
683,Persistence Service,_SFSWR-cdEeet0YmmfbMwkw,CF5,2910.3079,53.9473,53.9473,3.4639,7.976,11.507
684,Authentication Service,_SFOrcOcdEeet0YmmfbMwkw,CF5,2787.3653,52.7955,52.7955,3.4452,7.9329,11.4447
685,Query Service,_SFM1w-cdEeet0YmmfbMwkw,CF3,9737.1521,98.677,98.677,3.9884,9.1837,13.2493
686,Item Management Service,_SFJK--cdEeet0YmmfbMwkw,CF1,1477.6653,38.4404,38.4404,3.1696,7.2982,10.5291
687,User Management Service,_SEuUMecdEeet0YmmfbMwkw,CF5,2085.1577,45.6635,45.6635,3.3191,7.6426,11.0259
688,Bid and Buy Service,_SFJyFecdEeet0YmmfbMwkw,CF1,1369.8086,37.0109,37.0109,3.1367,7.2224,10.4198
689,Availability Item Filter,_SFGvjecdEeet0YmmfbMwkw,CF1,1340.8706,36.6179,36.6179,3.1274,7.2011,10.389
690,Query Service,_SFSW6ecdEeet0YmmfbMwkw,CF5,1830.4407,42.7836,42.7836,3.2626,7.5123,10.838
691,Item Management Service,_SEu7g-cdEeet0YmmfbMwkw,CF5,1798.422,42.4078,42.4078,3.2549,7.4947,10.8125
692,Last Second Sales Item Filter,_SFGIFOcdEeet0YmmfbMwkw,CF1,1148.736,33.893,33.893,3.0602,7.0464,10.1658
693,Inventory Service,_SFMO4ecdEeet0YmmfbMwkw,CF3,5282.273,72.6792,72.6792,3.7228,8.5721,12.3669
694,Item Management Service,_SFOqyecdEeet0YmmfbMwkw,CF5,1460.1887,38.2124,38.2124,3.1644,7.2863,10.5119
695,Past Sales Item Filter,_SFS9JucdEeet0YmmfbMwkw,CF5,1399.2826,37.407,37.407,3.1459,7.2437,10.4505
696,Region Item Filter,_SEtGMucdEeet0YmmfbMwkw,CF5,1324.2114,36.3897,36.3897,3.122,7.1886,10.3709
697,Bid and Buy Service,_SFLpJecdEeet0YmmfbMwkw,CF2,910.8813,30.1808,30.1808,2.9595,6.8144,9.8311
698,Reputation Service,_SFSVoecdEeet0YmmfbMwkw,CF5,1224.1393,34.9877,34.9877,3.0878,7.11,10.2576
699,Seller Reputation Item Filter,_SFOE0OcdEeet0YmmfbMwkw,CF3,3688.4388,60.7325,60.7325,3.5668,8.213,11.8488
700,User Management Service,_SFGwkecdEeet0YmmfbMwkw,CF1,693.0495,26.3258,26.3258,2.8408,6.5411,9.4368
701,Persistence Service,_SFMQK-cdEeet0YmmfbMwkw,CF3,3235.4087,56.8807,56.8807,3.5099,8.0819,11.6597
702,Buy Now Item Filter,_SFS9y-cdEeet0YmmfbMwkw,CF5,894.0081,29.9,29.9,2.9513,6.7957,9.8041
703,Last Second Sales Item Filter,_SFM2Z-cdEeet0YmmfbMwkw,CF3,2695.8428,51.9215,51.9215,3.4307,7.8995,11.3965
704,Last Second Sales Item Filter,_SFS8gOcdEeet0YmmfbMwkw,CF5,739.957,27.2021,27.2021,2.8692,6.6066,9.5313
705,Item Management Service,_SFLoe-cdEeet0YmmfbMwkw,CF2,432.384,20.7938,20.7938,2.6359,6.0693,8.7562
706,Bid and Buy Service,_SFOsE-cdEeet0YmmfbMwkw,CF5,615.5394,24.8101,24.8101,2.7893,6.4225,9.2657
707,Seller Reputation Item Filter,_SFOEMOcdEeet0YmmfbMwkw,CF3,1981.9232,44.5188,44.5188,3.2971,7.5918,10.9527
708,Last Second Sales Item Filter,_SFLAiecdEeet0YmmfbMwkw,CF2,374.7235,19.3578,19.3578,2.5737,5.9262,8.5497
709,Inventory Service,_SFSU_ecdEeet0YmmfbMwkw,CF5,516.9627,22.7368,22.7368,2.7135,6.248,9.0139
710,Past Sales Item Filter,_SFNcbucdEeet0YmmfbMwkw,CF3,1539.3854,39.235,39.235,3.1873,7.3391,10.5881
711,Buy Now Item Filter,_SFNdE-cdEeet0YmmfbMwkw,CF3,1285.2227,35.85,35.85,3.109,7.1587,10.3278
712,Availability Item Filter,_SFLnbecdEeet0YmmfbMwkw,CF2,258.5918,16.0808,16.0808,2.4126,5.5553,8.0145
713,Region Item Filter,_SFODi-cdEeet0YmmfbMwkw,CF3,1015.7729,31.8712,31.8712,3.0068,6.9234,9.9884
714,Availability Item Filter,_SFTjEecdEeet0YmmfbMwkw,CF5,288.1658,16.9754,16.9754,2.4596,5.6635,8.1708
715,Region Item Filter,_SFGwMucdEeet0YmmfbMwkw,CF1,194.0279,13.9294,13.9294,2.2879,5.268,7.6001
716,Region Item Filter,_SFLoEucdEeet0YmmfbMwkw,CF2,191.7635,13.8479,13.8479,2.2828,5.2563,7.5832
717,User Management Service,_SFOFKucdEeet0YmmfbMwkw,CF3,887.6836,29.794,29.794,2.9483,6.7886,9.7939
718,Availability Item Filter,_SFNduOcdEeet0YmmfbMwkw,CF3,437.3019,20.9118,20.9118,2.6408,6.0806,8.7725
719,Reputation Service,_SFMPhecdEeet0YmmfbMwkw,CF3,269.0698,16.4033,16.4033,2.4299,5.595,8.0718
720,Authentication Service,_SE0bNecdEeet0YmmfbMwkw,CF5,2947.6594,54.2924,54.2924,3.4695,7.9888,11.5254
721,Region Item Filter,_SEx_TucdEeet0YmmfbMwkw,CF1,2050.1994,45.2791,45.2791,3.3118,7.6257,11.0015
722,Seller Reputation Item Filter,_SEymQOcdEeet0YmmfbMwkw,CF2,839.6403,28.9765,28.9765,2.9241,6.733,9.7136
723,Item Management Service,_SEz0QOcdEeet0YmmfbMwkw,CF5,353.6498,18.8056,18.8056,2.5486,5.8683,8.4662
724,User Management Service,_SEzM7ecdEeet0YmmfbMwkw,CF3,285.9822,16.911,16.911,2.4563,5.6559,8.1598
725,Query Service,_SE9k3ucdEeet0YmmfbMwkw,CF1,6950.5634,83.37,83.37,3.842,8.8466,12.7629
726,Persistence Service,_SFACHucdEeet0YmmfbMwkw,CF2,5762.83,75.9133,75.9133,3.7606,8.6592,12.4926
727,Inventory Service,_SFABdOcdEeet0YmmfbMwkw,CF2,4222.4777,64.9806,64.9806,3.6256,8.3482,12.0439
728,User Management Service,_SE_aNOcdEeet0YmmfbMwkw,CF2,4220.9986,64.9692,64.9692,3.6254,8.3478,12.0434
729,Bid and Buy Service,_SE_a6OcdEeet0YmmfbMwkw,CF2,2985.1093,54.6362,54.6362,3.475,8.0014,11.5436
730,Last Second Sales Item Filter,_SE9lgucdEeet0YmmfbMwkw,CF1,2886.5399,53.7265,53.7265,3.4604,7.9678,11.4951
731,User Management Service,_SFDrtecdEeet0YmmfbMwkw,CF5,3650.4247,60.4187,60.4187,3.5623,8.2026,11.8338
732,Reputation Service,_SE8Xk-cdEeet0YmmfbMwkw,CF1,1951.8396,44.1796,44.1796,3.2904,7.5765,10.9306
733,Past Sales Item Filter,_SE-MA-cdEeet0YmmfbMwkw,CF1,1732.9069,41.6282,41.6282,3.2388,7.4576,10.759
734,Query Service,_SFAoiecdEeet0YmmfbMwkw,CF3,7530.5168,86.7786,86.7786,3.8768,8.9267,12.8785
735,Region Item Filter,_SFDFjucdEeet0YmmfbMwkw,CF5,1836.6577,42.8562,42.8562,3.264,7.5157,10.8429
736,Region Item Filter,_SE-z8ecdEeet0YmmfbMwkw,CF2,1223.9735,34.9853,34.9853,3.0878,7.1099,10.2574
737,Buy Now Item Filter,_SE-MqOcdEeet0YmmfbMwkw,CF1,1024.5667,32.0089,32.0089,3.0105,6.932,10.0008
738,Persistence Service,_SE8-OecdEeet0YmmfbMwkw,CF1,1017.9934,31.906,31.906,3.0077,6.9256,9.9915
739,Bid and Buy Service,_SFETCecdEeet0YmmfbMwkw,CF5,1222.4658,34.9638,34.9638,3.0872,7.1086,10.2556
740,Buy Now Item Filter,_SFCeZecdEeet0YmmfbMwkw,CF5,1131.5912,33.6391,33.6391,3.0537,7.0314,10.1441
741,Availability Item Filter,_SE-zTOcdEeet0YmmfbMwkw,CF2,710.0433,26.6466,26.6466,2.8513,6.5653,9.4718
742,Bid and Buy Service,_SFDtCecdEeet0YmmfbMwkw,CF5,819.5585,28.6279,28.6279,2.9136,6.7088,9.6787
743,Past Sales Item Filter,_SFB2sucdEeet0YmmfbMwkw,CF3,2700.2928,51.9643,51.9643,3.4314,7.9011,11.3989
744,Item Management Service,_SFDsX-cdEeet0YmmfbMwkw,CF5,722.6105,26.8814,26.8814,2.8589,6.5829,9.4971
745,Last Second Sales Item Filter,_SFApLecdEeet0YmmfbMwkw,CF3,1920.9791,43.829,43.829,3.2835,7.5606,10.9076
746,Availability Item Filter,_SFDE6ecdEeet0YmmfbMwkw,CF5,368.0616,19.1849,19.1849,2.5659,5.9083,8.5238
747,Past Sales Item Filter,_SFB3UucdEeet0YmmfbMwkw,CF3,569.9828,23.8743,23.8743,2.7559,6.3456,9.1548
748,Past Sales Item Filter,_SFCdwOcdEeet0YmmfbMwkw,CF3,516.9537,22.7366,22.7366,2.7135,6.248,9.0139
749,Past Sales Item Filter,_SFBPkucdEeet0YmmfbMwkw,CF3,376.9502,19.4152,19.4152,2.5763,5.9321,8.5582
750,Query Service,_SFKaeecdEeet0YmmfbMwkw,CF2,15076.8318,122.7878,122.7878,4.1783,9.6209,13.88
751,Query Service,_SFFhxucdEeet0YmmfbMwkw,CF1,11594.4494,107.6775,107.6775,4.0643,9.3583,13.5011
752,Reputation Service,_SFMO5ecdEeet0YmmfbMwkw,CF2,4195.527,64.7729,64.7729,3.6228,8.3418,12.0346
753,Reputation Service,_SFKZMecdEeet0YmmfbMwkw,CF2,3914.5119,62.5661,62.5661,3.5927,8.2724,11.9346
754,Bid and Buy Service,_SFJytecdEeet0YmmfbMwkw,CF1,3213.5781,56.6884,56.6884,3.507,8.0751,11.65
755,Past Sales Item Filter,_SFLBL-cdEeet0YmmfbMwkw,CF2,2704.6688,52.0064,52.0064,3.4321,7.9027,11.4012
756,Past Sales Item Filter,_SFGIuucdEeet0YmmfbMwkw,CF1,2704.3704,52.0036,52.0036,3.4321,7.9026,11.4011
757,Persistence Service,_SFKZ1-cdEeet0YmmfbMwkw,CF2,2567.063,50.6662,50.6662,3.4094,7.8505,11.3259
758,Query Service,_SFMQLecdEeet0YmmfbMwkw,CF3,13570.117,116.4908,116.4908,4.1326,9.5156,13.7281
759,Buy Now Item Filter,_SFGu6OcdEeet0YmmfbMwkw,CF1,2322.3408,48.1907,48.1907,3.3659,7.7503,11.1814
760,Reputation Service,_SFE6hucdEeet0YmmfbMwkw,CF1,2233.2659,47.2574,47.2574,3.3489,7.7112,11.1249
761,Inventory Service,_SFJzXecdEeet0YmmfbMwkw,CF2,2105.4044,45.8847,45.8847,3.3233,7.6523,11.0399
762,Buy Now Item Filter,_SFLB1OcdEeet0YmmfbMwkw,CF2,2061.3945,45.4026,45.4026,3.3142,7.6311,11.0094
763,Persistence Service,_SFSWR-cdEeet0YmmfbMwkw,CF5,2935.3612,54.179,54.179,3.4677,7.9846,11.5193
764,Persistence Service,_SFFhJOcdEeet0YmmfbMwkw,CF1,2047.8686,45.2534,45.2534,3.3113,7.6246,10.9999
765,Authentication Service,_SFOrcOcdEeet0YmmfbMwkw,CF5,2809.9993,53.0094,53.0094,3.4487,7.9409,11.4564
766,Item Management Service,_SFJK--cdEeet0YmmfbMwkw,CF1,1477.6653,38.4404,38.4404,3.1696,7.2982,10.5291
767,User Management Service,_SEuUMecdEeet0YmmfbMwkw,CF5,2103.8091,45.8673,45.8673,3.323,7.6515,11.0388
768,Bid and Buy Service,_SFJyFecdEeet0YmmfbMwkw,CF1,1369.8086,37.0109,37.0109,3.1367,7.2224,10.4198
769,Availability Item Filter,_SFGvjecdEeet0YmmfbMwkw,CF1,1340.8706,36.6179,36.6179,3.1274,7.2011,10.389
770,Query Service,_SFSW6ecdEeet0YmmfbMwkw,CF5,1846.4609,42.9705,42.9705,3.2663,7.521,10.8505
771,Item Management Service,_SEu7g-cdEeet0YmmfbMwkw,CF5,1815.4311,42.6079,42.6079,3.259,7.5041,10.8261
772,Last Second Sales Item Filter,_SFGIFOcdEeet0YmmfbMwkw,CF1,1148.736,33.893,33.893,3.0602,7.0464,10.1658
773,Authentication Service,_SEvio-cdEeet0YmmfbMwkw,CF5,1467.9648,38.314,38.314,3.1667,7.2916,10.5196
774,Past Sales Item Filter,_SFS9JucdEeet0YmmfbMwkw,CF5,1409.9397,37.5492,37.5492,3.1492,7.2513,10.4614
775,Region Item Filter,_SEtGMucdEeet0YmmfbMwkw,CF5,1335.6416,36.5464,36.5464,3.1257,7.1972,10.3833
776,Bid and Buy Service,_SFLpJecdEeet0YmmfbMwkw,CF2,910.8813,30.1808,30.1808,2.9595,6.8144,9.8311
777,Reputation Service,_SFSVoecdEeet0YmmfbMwkw,CF5,1234.0784,35.1295,35.1295,3.0913,7.1181,10.2692
778,User Management Service,_SFGwkecdEeet0YmmfbMwkw,CF1,693.0495,26.3258,26.3258,2.8408,6.5411,9.4368
779,Buy Now Item Filter,_SFS9y-cdEeet0YmmfbMwkw,CF5,901.5361,30.0256,30.0256,2.955,6.8041,9.8162
780,Past Sales Item Filter,_SFM2becdEeet0YmmfbMwkw,CF3,2702.9149,51.9896,51.9896,3.4318,7.9021,11.4003
781,Last Second Sales Item Filter,_SFS8gOcdEeet0YmmfbMwkw,CF5,746.7239,27.3262,27.3262,2.8732,6.6157,9.5444
782,Comment Item Filter,_SFOE1ucdEeet0YmmfbMwkw,CF3,2443.8795,49.4356,49.4356,3.3881,7.8013,11.255
783,Buy Now Item Filter,_SFNcc-cdEeet0YmmfbMwkw,CF3,2062.102,45.4104,45.4104,3.3143,7.6315,11.0099
784,Bid and Buy Service,_SFOsE-cdEeet0YmmfbMwkw,CF5,620.2702,24.9052,24.9052,2.7926,6.4302,9.2768
785,Item Management Service,_SFLoe-cdEeet0YmmfbMwkw,CF2,432.384,20.7938,20.7938,2.6359,6.0693,8.7562
786,Last Second Sales Item Filter,_SFLAiecdEeet0YmmfbMwkw,CF2,374.7235,19.3578,19.3578,2.5737,5.9262,8.5497
787,Inventory Service,_SFSU_ecdEeet0YmmfbMwkw,CF5,521.6884,22.8405,22.8405,2.7174,6.2571,9.027
788,Item Management Service,_SFOqyecdEeet0YmmfbMwkw,CF3,1460.1887,38.2124,38.2124,3.1644,7.2863,10.5119
789,Seller Reputation Item Filter,_SFODkOcdEeet0YmmfbMwkw,CF3,1413.638,37.5984,37.5984,3.1503,7.2539,10.4652
790,Last Second Sales Item Filter,_SFM1x-cdEeet0YmmfbMwkw,CF3,1339.3899,36.5977,36.5977,3.1269,7.2,10.3874
791,Comment Item Filter,_SFOENucdEeet0YmmfbMwkw,CF3,1309.274,36.1839,36.1839,3.117,7.1772,10.3546
792,Availability Item Filter,_SFLnbecdEeet0YmmfbMwkw,CF2,258.5918,16.0808,16.0808,2.4126,5.5553,8.0145
793,Region Item Filter,_SFNdvecdEeet0YmmfbMwkw,CF3,1017.8166,31.9032,31.9032,3.0077,6.9254,9.9913
794,Availability Item Filter,_SFTjEecdEeet0YmmfbMwkw,CF5,290.7074,17.0501,17.0501,2.4635,5.6723,8.1834
795,Region Item Filter,_SFGwMucdEeet0YmmfbMwkw,CF1,194.0279,13.9294,13.9294,2.2879,5.268,7.6001
796,Region Item Filter,_SFLoEucdEeet0YmmfbMwkw,CF2,191.7635,13.8479,13.8479,2.2828,5.2563,7.5832
797,Availability Item Filter,_SFNdGOcdEeet0YmmfbMwkw,CF3,436.4724,20.8919,20.8919,2.64,6.0787,8.7697
798,Item Management Service,_SFOFNOcdEeet0YmmfbMwkw,CF3,435.1812,20.861,20.861,2.6387,6.0758,8.7655
799,Persistence Service,_SFMPi-cdEeet0YmmfbMwkw,CF3,398.8284,19.9707,19.9707,2.6008,5.9885,8.6396
800,Item Management Service,_SEu7g-cdEeet0YmmfbMwkw,CF1,2223.3026,47.1519,47.1519,3.347,7.7067,11.1185
801,Bid and Buy Service,_SEu7jecdEeet0YmmfbMwkw,CF5,3078.9484,55.4883,55.4883,3.4884,8.0323,11.5882
802,Past Sales Item Filter,_SEuUY-cdEeet0YmmfbMwkw,CF1,1345.1174,36.6758,36.6758,3.1288,7.2042,10.3935
803,Availability Item Filter,_SEu7tecdEeet0YmmfbMwkw,CF2,1339.2113,36.5952,36.5952,3.1268,7.1998,10.3872
804,Item Management Service,_SEuUO-cdEeet0YmmfbMwkw,CF1,1027.9155,32.0611,32.0611,3.012,6.9353,10.0055
805,Availability Item Filter,_SEuUbecdEeet0YmmfbMwkw,CF2,620.7805,24.9155,24.9155,2.7929,6.431,9.2779
806,Bid and Buy Service,_SEvipucdEeet0YmmfbMwkw,CF3,1598.613,39.9827,39.9827,3.2037,7.3769,10.6426
807,Authentication Service,_SEvio-cdEeet0YmmfbMwkw,CF5,1837.9514,42.8713,42.8713,3.2643,7.5164,10.8439
808,Authentication Service,_SEuUQucdEeet0YmmfbMwkw,CF5,1465.531,38.2823,38.2823,3.166,7.29,10.5172
809,Authentication Service,_SEu7iucdEeet0YmmfbMwkw,CF3,4192.4952,64.7495,64.7495,3.6225,8.3411,12.0336
810,Authentication Service,_SEwwpOcdEeet0YmmfbMwkw,CF5,834.8188,28.8932,28.8932,2.9216,6.7272,9.7053
811,Authentication Service,_SEx_HucdEeet0YmmfbMwkw,CF3,2789.9333,52.8198,52.8198,3.4456,7.9338,11.446
812,Authentication Service,_SEymC-cdEeet0YmmfbMwkw,CF5,622.2518,24.945,24.945,2.794,6.4333,9.2814
813,Authentication Service,_SExYMecdEeet0YmmfbMwkw,CF5,621.384,24.9276,24.9276,2.7934,6.4319,9.2793
814,Authentication Service,_SExXkecdEeet0YmmfbMwkw,CF3,270.0592,16.4335,16.4335,2.4315,5.5986,8.0771
815,Authentication Service,_SEwJrOcdEeet0YmmfbMwkw,CF3,266.2772,16.318,16.318,2.4253,5.5845,8.0568
816,Buy Now Item Filter,_SEu7sOcdEeet0YmmfbMwkw,CF5,3322.9132,57.6447,57.6447,3.5215,8.1086,11.6982
817,Persistence Service,_SEviuOcdEeet0YmmfbMwkw,CF2,2154.5178,46.4168,46.4168,3.3334,7.6753,11.0731
818,Persistence Service,_SEu7n-cdEeet0YmmfbMwkw,CF5,3062.3434,55.3384,55.3384,3.4861,8.0269,11.5804
819,Buy Now Item Filter,_SEviyecdEeet0YmmfbMwkw,CF2,1806.5367,42.5034,42.5034,3.2568,7.4992,10.819
820,Comment Item Filter,_SEu7xecdEeet0YmmfbMwkw,CF5,2462.633,49.6249,49.6249,3.3914,7.809,11.266
821,Region Item Filter,_SEu7uucdEeet0YmmfbMwkw,CF5,2445.5918,49.4529,49.4529,3.3884,7.802,11.256
822,Last Second Sales Item Filter,_SEu7pecdEeet0YmmfbMwkw,CF5,2197.1062,46.8733,46.8733,3.3419,7.6949,11.1014
823,Region Item Filter,_SEvi0-cdEeet0YmmfbMwkw,CF2,1431.511,37.8353,37.8353,3.1558,7.2665,10.4833
824,Last Second Sales Item Filter,_SEvivucdEeet0YmmfbMwkw,CF2,1340.4262,36.6118,36.6118,3.1272,7.2007,10.3885
825,Comment Item Filter,_SEvi3ucdEeet0YmmfbMwkw,CF2,1310.8817,36.2061,36.2061,3.1176,7.1785,10.3563
826,Authentication Service,_SE4F4ucdEeet0YmmfbMwkw,CF3,3632.5069,60.2703,60.2703,3.5602,8.1977,11.8267
827,Authentication Service,_SE4FQucdEeet0YmmfbMwkw,CF3,3348.7582,57.8685,57.8685,3.5249,8.1163,11.7094
828,Availability Item Filter,_SEu7tecdEeet0YmmfbMwkw,CF2,1339.2113,36.5952,36.5952,3.1268,7.1998,10.3872
829,Reputation Service,_SEwws-cdEeet0YmmfbMwkw,CF2,1110.8649,33.3296,33.3296,3.0457,7.0129,10.1175
830,Buy Now Item Filter,_SEwwyucdEeet0YmmfbMwkw,CF2,1026.9713,32.0464,32.0464,3.0116,6.9344,10.0042
831,Item Management Service,_SEwwnecdEeet0YmmfbMwkw,CF2,582.3499,24.1319,24.1319,2.7652,6.3671,9.1857
832,Persistence Service,_SEwJwecdEeet0YmmfbMwkw,CF2,247.0684,15.7184,15.7184,2.3928,5.5097,7.9488
833,Bid and Buy Service,_SEwJr-cdEeet0YmmfbMwkw,CF2,218.1406,14.7696,14.7696,2.3387,5.3851,7.7691
834,Authentication Service,_SEwwpOcdEeet0YmmfbMwkw,CF2,964.1587,31.0509,31.0509,2.9841,6.8713,9.9131
835,Item Management Service,_SEwJpecdEeet0YmmfbMwkw,CF2,136.6723,11.6907,11.6907,2.1357,4.9176,7.0946
836,Item Management Service,_SEz0QOcdEeet0YmmfbMwkw,CF5,350.2479,18.7149,18.7149,2.5444,5.8586,8.4522
837,Last Second Sales Item Filter,_SEz0YucdEeet0YmmfbMwkw,CF3,565.8548,23.7877,23.7877,2.7527,6.3383,9.1443
838,Authentication Service,_SEzM_ucdEeet0YmmfbMwkw,CF3,268.2707,16.379,16.379,2.4286,5.592,8.0675
839,Seller Reputation Item Filter,_SE23vucdEeet0YmmfbMwkw,CF1,1124.9035,33.5396,33.5396,3.0511,7.0255,10.1356
840,Reputation Service,_SE23mOcdEeet0YmmfbMwkw,CF5,962.9715,31.0318,31.0318,2.9836,6.87,9.9113
841,Item Management Service,_SE23gucdEeet0YmmfbMwkw,CF1,580.9403,24.1027,24.1027,2.7641,6.3646,9.1822
842,Item Management Service,_SExYKucdEeet0YmmfbMwkw,CF5,346.9126,18.6256,18.6256,2.5402,5.8491,8.4384
843,Item Management Service,_SExXiucdEeet0YmmfbMwkw,CF1,136.1764,11.6695,11.6695,2.1341,4.914,7.0893
844,Persistence Service,_SExXpucdEeet0YmmfbMwkw,CF5,192.6576,13.8801,13.8801,2.2848,5.2609,7.5899
845,Comment Item Filter,_SExXzOcdEeet0YmmfbMwkw,CF5,153.9548,12.4079,12.4079,2.1874,5.0367,7.2664
846,Inventory Service,_SEx_KecdEeet0YmmfbMwkw,CF1,3519.7052,59.3271,59.3271,3.5465,8.1661,11.7812
847,Query Service,_SEymIucdEeet0YmmfbMwkw,CF2,3470.3242,58.9095,58.9095,3.5404,8.152,11.7609
848,Query Service,_SEx-lecdEeet0YmmfbMwkw,CF2,3469.1328,58.8993,58.8993,3.5402,8.1517,11.7604
849,Last Second Sales Item Filter,_SEx_OecdEeet0YmmfbMwkw,CF2,1922.1118,43.8419,43.8419,3.2838,7.5612,10.9085
850,Item Management Service,_SEx_F-cdEeet0YmmfbMwkw,CF2,1476.962,38.4313,38.4313,3.1694,7.2977,10.5284
851,Category Item Filter,_SEylrOcdEeet0YmmfbMwkw,CF2,1192.117,34.527,34.527,3.0763,7.0835,10.2193
852,Bid and Buy Service,_SEymDucdEeet0YmmfbMwkw,CF1,677.0834,26.0208,26.0208,2.8306,6.5178,9.4032
853,Bid and Buy Service,_SExYNOcdEeet0YmmfbMwkw,CF1,676.5438,26.0105,26.0105,2.8303,6.517,9.402
854,Comment Item Filter,_SEymRucdEeet0YmmfbMwkw,CF2,553.0616,23.5173,23.5173,2.7428,6.3155,9.1113
855,Comment Item Filter,_SEx-uecdEeet0YmmfbMwkw,CF2,552.824,23.5122,23.5122,2.7426,6.315,9.1107
856,Item Management Service,_SEymBOcdEeet0YmmfbMwkw,CF2,436.6103,20.8952,20.8952,2.6401,6.079,8.7702
857,Item Management Service,_SExYKucdEeet0YmmfbMwkw,CF2,346.9126,18.6256,18.6256,2.5402,5.8491,8.4384
858,Inventory Service,_SEzNCecdEeet0YmmfbMwkw,CF1,341.2977,18.4742,18.4742,2.5331,5.8328,8.4149
859,Last Second Sales Item Filter,_SEzzwucdEeet0YmmfbMwkw,CF2,182.0882,13.494,13.494,2.2603,5.2045,7.5085
860,Item Management Service,_SEzM9-cdEeet0YmmfbMwkw,CF2,134.3661,11.5916,11.5916,2.1283,4.9006,7.07
861,Category Item Filter,_SEzz6OcdEeet0YmmfbMwkw,CF2,108.3623,10.4097,10.4097,2.0349,4.6855,6.7597
862,Persistence Service,_SEu7n-cdEeet0YmmfbMwkw,CF5,3091.0153,55.5969,55.5969,3.4901,8.0363,11.5939
863,Seller Reputation Item Filter,_SEuUd-cdEeet0YmmfbMwkw,CF1,1978.4587,44.4799,44.4799,3.2963,7.5901,10.9502
864,Reputation Service,_SE23mOcdEeet0YmmfbMwkw,CF5,971.9026,31.1754,31.1754,2.9876,6.8793,9.9247
865,Seller Reputation Item Filter,_SE23vucdEeet0YmmfbMwkw,CF5,842.4189,29.0245,29.0245,2.9255,6.7363,9.7184
866,Item Management Service,_SEvinOcdEeet0YmmfbMwkw,CF5,833.3364,28.8676,28.8676,2.9208,6.7254,9.7028
867,Item Management Service,_SE23gucdEeet0YmmfbMwkw,CF1,580.9403,24.1027,24.1027,2.7641,6.3646,9.1822
868,Item Management Service,_SEz0QOcdEeet0YmmfbMwkw,CF1,350.2479,18.7149,18.7149,2.5444,5.8586,8.4522
869,Buy Now Item Filter,_SEuUaOcdEeet0YmmfbMwkw,CF2,1801.6167,42.4455,42.4455,3.2557,7.4964,10.8151
870,Query Service,_SEzNFecdEeet0YmmfbMwkw,CF1,1265.7062,35.5768,35.5768,3.1023,7.1434,10.3057
871,Region Item Filter,_SEuUcucdEeet0YmmfbMwkw,CF5,1136.2132,33.7078,33.7078,3.0555,7.0355,10.15
872,Item Management Service,_SEz0QOcdEeet0YmmfbMwkw,CF2,350.2479,18.7149,18.7149,2.5444,5.8586,8.4522
